pool_idx;ulasan
2079;Mkanannya enak enak dan minumannya juga enak.
2080;Tempat Makan & Nongki yang Cozy dan enak
2081;Tempat sangat nyaman untuk santai maupun ngerjain tugas
2082;Tempatnya dingin, makanannya enak
2083;Nasgornya banjar style😍 …
2084;Es kopinya👍 …
2085;Rasa mantap
2086;"""pada dasarnya merekomendasikan"
2087;"harga sesuai selera"""
2088;Kopi Maju Makmur memang yang terbaik!!
2089;Atas
2090;Besar
2091;Mantua
2092;Asikkk
2093;Mantaf
2094;Eskobar bedebess!!!! ✨✨✨
2095;Ibu NYess...
2096;padat
2097;Eskobar yang terbaik
2098;Adik menyarankan untuk coba makanan berat disini, katanya enak-enak. Ayam goreng dan Es teh 30rb, enak banget. Harus coba!
2099;Makan di sini pas siang siang, milih di dalam ruangan kirain dingin ternyata gak terlalu, untuk makanan sih enak apalagi dimsumnya enak bet dah, pelayanannya juga ramah
2100;"""Udah kali ke 3 makan disini , enak bgt APPROVED bgt smua maincorsenya ✨️👏"
2101;"Aoalagi deket bgt dr rmh 😬 Kopi best sellernya OK 🤤 …"""
2102;Pelayan/baristanya ada beberapa yang kurang ramah dan memasang wajah tidak suka kalau ditanya mengenai pesanan. Mesan makanan lebih dari 1 jam baru datang, sampai 2x bertanya ke kasir, dan kasir/baristanya jawabnya judes. Untuk org2 yg bekerja dgn jam istirahat terbatas tentu jadi hal yg tidak menyenangkan. Semoga owner baca.
2103;"""First time kesini kmrn tgl 17, dan maybe bakalan jadi yg terakhir."
2104;"Alasannya bukan karena rasa atau harga makanan. Tapi karena PELAYANAN staff yg …"""
2105;Tempat yang homies, cozzy, tidak terganggu hingar bingar lalulintas, suasana sangat syahdu, outdor dan indor yang bersih, membuat betah dan nyaman sambil melepas lelah dan mengisi waktu luang
2106;Just Mine Coffe and eatery yaitu salah satu referensi tempat nongkrong bersama teman, keluarga, rekan kerja maupun kerabat di Kota Palangka Raya Kalimantan Tengah. Untuk makanan dan minuman enak  dan harga terjangkau. …
2107;Makanan minumannya gaada masalah enak enak aja, tapi tolong dievaluasi pelayanannya. Saya liat ada review serupa di bawah sekian bulan yg lalu tapi masih aja pelayanannya kurang mengenakan. Inputnya lambat, sambil ngobrol dan sibuk sendiri, …
2108;Satu makanan aja 1 jam lebih datangnya. padahal posisi cafe tidak ramai. Ini ownerny gak mikir kah, udah banyak rating ni jelek. apa emang gabut aja buka usaha. coba di ganti karyawan tu
2109;"""Saya tidak akan komplain ttg makanan, namun soal pelayanannya."
2110;"Kami datang berempat. Pesan 4 main course, 3 snack, 1 dessert, 6 minuman (sudah dobel check kalau masih ada). …"""
2111;Kalau belum bisa handel orderan online, mending tutup aja dulu, pesan di gojek ber jam jam
2112;"""Tempatnya oke dan cukup luas,cocok buat nongkrong bareng teman2"
2113;Makanan dan minuman jg oke
2114;"Recommended dimsum dan cirengnya"""
2115;Cukup nyaman buat tempat kumpul dan nongkrong. Minumannya Ok, makanannya rata2 asin (tergantung selera sih)
2116;Pesanan ojol lama kali nunggunya hampir 1 jam 1 pesanan kalo bisa cepat ya lain kali
2117;untuk menunya enak, dan pelayanannya juga oke, tapi masa renovasi saat open hour? 🥲 setidaknya kasih tanda lah kalo sedang ada perbaikan. debunya sampai masuk ke area indoor. …
2118;Rekomendasi bgt deh, makanan minuman enak, tempatnya oke, suasana nya oke
2119;"""Masukan terkait ruangan:"
2120;"Kopi dan makanannya cukup enak. Saya senang melihat pegawainya sangat rajin dan …"""
2121;tempat makanya bersih dan nyaman, harga makanan juga sangat affordable, pelayanannya sangat gercep dan ramah
2122;Tolong jadi evaluasi untuk pesanan online .. tiap orderan di sini sllu lama nunggu. Driver kerja dgn waktu . Bukan waktu byk kebuang di resto yg nunggunya lamaaaa
2123;"""Menunya enak"
2124;"Tempatnya bersih dan nyaman"""
2125;bintang 5 soalnya ada marcel ✋🙂‍↕️ …
2126;Tempatnya sangat nyaman untuk tempat nongkrong atau untuk berkumpul mengerjakan tugas bersama teman-teman.
2127;Lama, lelet, gaguna, kalo bln siap delivery online jangan soksokan buka online, nyusahin tau ga sih?!?
2128;"""LAMA BANGET PLS nunggu ber jam-jam"
2129;"makanan tak kunjung datang."""
2130;Dimsumnya enak bgt, camilan lainnya juga enak. Suasana cafenya juga tenang dan gak padat.
2131;Worth it,  pilihan menunya banyak 😂 …
2132;Seru, ada byk makanan yang terjangkau harganya serta enak.
2133;Bisa buat nongkrong mabar ato nugas
2134;tempat nya nyaman
2135;keren🔥🔥🔥 …
2136;Rekomendasi buat kumpul-kumpul
2137;Cemilan Enak
2138;Caffe pilihan lain
2139;ayam lada hitam nya enak
2140;Kafe yang cukup bagus, punya aula yang cukup besar untuk meeting
2141;"""For true coffee lovers, the black coffee here is authentically marvelous. The ambience is also superb for an outdoor place right by the side of a road. The """"cake"""", though, is just a couple of layers of a kind of pancake filled with whipped cream."""
2142;Good for chilling alone or with your friends
2143;Pelayanan kopi terlama yg pernah saya kunjungi, rasa kopi b aja
2144;Cappucino enak, thanks :)
2145;Ok aja sih nyaman buat santai
2146;Tempatnya nyaman untuk bersantai bersama keluarga, ada area bermain untuk anak2 juga. Makanan dan minuman enak, pelayanan ramah...
2147;Tmpt nya enak. Kids friendly, parkiran luas , staf nya ramah , pesen spagetti  spicy beef .. isian beef dan smokeed beef nya banyak . Worth it dgn harga 45k . Well done
2148;tempatnya sangat bagus cocok untuk bersantai sambil bawa anak-anak karena ada playground nya. dan pelayanan juga sangat baik dan ramah bintang 100
2149;Tempat ny nyaman, ada area bermain anak jg.
2150;"""Mantaaab kopinya"
2151;Sambil bawa anak, sambil ngobrol
2152;Ramah2 semuanya
2153;"Apalagi sama anak2"""
2154;Dingin, wc bersih, makanan enak, cheese cake enak🌟🌟🌟🌟🌟 …
2155;Suasana nya cukup baik, tapi yang bikin badmood sepanjang nongki disini sambutan kasir nya yg kurang baik, mas2 yg berkumis, belum pesan udah ditegur dgn nge-gas, karna saya maju satu langkah (soal nya ada pelanggan lain yg mau nyerobot …
2156;Rekomendasi, Tempat nya Bagus, kami dari pangkalan bun
2157;makanannya enak-enak apalgi nasi goreng delicia nya favorit bgtt, tempat nya nyaman ditambah ada Playground cocok untuk bawa anak-anak
2158;Tempat yang enak buat ngumpul bagi yang berkeluarga, tempat nyaman dan kerenn dan makannya mantappp..👍👍 …
2159;Tempat bagus, dingin dan fasilitas yang bagus untuk tmpt bermain anak gratis. pelayan juga ramah. makanan enak
2160;Beli rice bowl katsu sambal matah..... Lama betul.... Hampir 1 jam lebih gak ada datang...pelayanan no
2161;TOP. Makanan, minuman dan pelayanan TOP semua. Ada permainan anak yang gratis dan tempat full ac
2162;pelayanan sangat ramah tempat nyamann rekomen untuk tempat nyantai di pky
2163;Dengan spageti carbonara nya enak dan juga pelayanannya ramah servisnya juga bagus
2164;makanannya enak, pelayanan ramah❤️
2165;"""Tempatnya ramah anak, cocok untuk santai ngopi atau makan sama anak karena tersedia mini playground."
2166;"Kopinya enak, eskrim kelapanya juga."""
2167;Nasi goreng nya enak banget
2168;berbagai makanan dan minuman yang disajikan semuanya sangat segar, apalagi dengan suasana yang enak dipandang, dan pelayannya sangat baik dan murah senyum, the best
2169;Ambiencenya enak makanannya juga enak, kopi nya lumayann untuk ice coffee nyaa adaa signaturenya namanya coffee junkie, baristanya ramah jugaaa untuk ruangan nya ber ac dan ada area smoking room yang ber ac juga, ada musholla nya menunya variatif, good job urbane 👍🏻 …
2170;Tempat yang nyaman untuk bersantai dan mengerjakan tugas.
2171;pelayanan nya sangat ramah, cepat respon, barista baik hati🙌🏻 …
2172;Tempat nya menarik asik dan harganya bersahabat
2173;pelayanan oke, makanan oke, Ac untuk kerja atau ngerjain tugas oke
2174;tempatnya nyaman dan makanannya enak
2175;Kopi susunya enak, baristanya ramah sekalii
2176;Tempat nyaman, harga pas dikantong
2177;Makanan enak dan banyak diskon juga
2178;Mantap buat santai
2179;Chicken burgernya mantap
2180;pengalaman yang baik
2181;Mantapp!!!
2182;Good foods and drinks, comfort
2183;Kasih bintang
2184;Menu makanan enak dan free ice tea, lebih banyak outdoor nya. Ada gitar jg yg bisa free dipakai. Rasa kopi ny standar
2185;Owner/admin/pengelola. Tolong perbaiki pintunya itu ngebanting . Nunggu pecah kah baru di ganti . Dari dlu nganting dan jadi komentar org blm ada juga perbaikan😂. Untuk pesanann online juga di perhatikan . Kesian para driver nunggu lama tiap orderan di BBC . Mereka kerja dgn waktu bukan buat nongkrong nunggu lama.tks …
2186;"""DARI KELUH KESAH OJOL MAKANAN LAMA KARENA MASIH PAKE KOMPOR JADUL YANG APINYA KECIL,"
2187;"KELAMAAN NUNGGU PESANAN SATU AJA, LEBIH DARI SATU JAM."""
2188;The coffee is good as good as its non coffee, the food is cheap and yummy also they provide wifi and its fast. Moreover, its youngsters' favorite place to mingle and hangout. Open from 4 pm close 4/5 am. A good place to work out your job things or other thing.
2189;Lama, cuma 1 pesanan doang tapi sejam, nyusahin orang aja
2190;"""Kalo tengah malam butuh kopi dan workspace cocok, buka sampai subuh soalnya😂"
2191;"Minuman dan makanan beratnya selalu ready, jarang sampai kehabisan …"""
2192;Nunggu makanannya lama banget hampir 2 jam an, kalo untuk minum sih cepet aja, tempatnya nggak berisik
2193;"""Tempat : Suasana tenang, tidak bising suara kendaraan. Asik untuk nongkrong dan ngobrol bareng kawan atau pasangan."
2194;"Pelayanan : Ramah dan tanggap. …"""
2195;Tempat nyaman dan aman untuk makanan dan kopinya sangat enak
2196;Pintu nya tolong di perbaiki dan nunggu nya lama banget kasian yang driver ojek online
2197;Tempat santai anak muda, untuk ngopi2 bareng..., kalau sedang beruntung ada music livenya karena tidak selalu ada setiap malam😁 …
2198;Tempat nongkrong yg berjiwa muda. Cirengnya empuk cuy 🤤 …
2199;Kopinya enak, pelayanan ramah recomended buat nongkrong d palangka
2200;Tempat nongki lumayan luas
2201;Menarik, tempat santai dan life musik, serta bersih
2202;Coffe nya enak tempatnya juga enak dan pelayanan nya bintang 100
2203;Terjangkau!
2204;Tempat nya bagus untuk me time 😉 …
2205;Bagus buat santay
2206;Coffeeshop paling cucok di lidah ❤️
2207;WC nya aesthetic 🆖🆎 …
2208;Vietnam Drip Coffee nya 👍👍👍 …
2209;Enaq nasgornyah
2210;Wow mantappss..
2211;Oke4
2212;Cafe yg jadi satu dengan carwash. Cafe ny ga begitu luas, ada indoor dan outdoor. Tpi redvelvet ny si lumayan enak. Pisang goreng keju ny kurang enak.
2213;"""Ada 3 pilihan tempat, indoor, indoor smoking area dan outdoor."
2214;"Caramel machiattonya bisa diterima oleh lambung. Main course-nya enak2, dihidangkan dengan lumayan niat dan gak ngasal, bikin semangat makan."""
2215;Ini salah satu cafe fav aku..Semua menu enak dan harga terjangkau.Rekomendasi dech😍😍🙏🏻 …
2216;Udah dibilangin gak bersih cucimya belajar lagi komunikasi dengan customer saya yang punya xl7 hitam tadi bukan kasih solusi malah ngotot bener terus pengerjaan lama mobil sudah di lift up/ diangkat masih 1 jam 15 menit sampai turun dan di pindah ke temlat vakum pada saat finishing mobil maaih tidak bersih
2217;"""Tempat enak buat nugas, wifi lancar pelayanan enak"
2218;"Makanan enak, snack enak minumannya juga enak"""
2219;Comfy untuk WFC maupun Hang Out
2220;Enak cocok dilidah, minumannya macha mantul
2221;cuci mobil hampir 2 jam pdhl gak antri🥲 ac di cafe nya juga mati jadi puanass, mana bawa bayi..niatnya nongki santai sambil nyuci mobil jadi gak nyantai karna terlalu lama, kepanasan dan bayi rewel😩 …
2222;kurang luas tempatnya, image nya hanya sekedar tempat konsumen nunggu cuci mobil.,
2223;"""Ricebowlnya terbaik sih, udah termasuk teh es. Affordable bgt harganya murah dan enak"
2224;"Tempe mendoannnya enak soalnya sambelnya gurih bgt. Mas2nya juga baik dan ramah"""
2225;Tempatnya nyaman dan mimunam dan makannya mantapp
2226;Okelahhhh nongki dkota cantikkk
2227;Bisa sekalian cuci kendaraan sambil ngopi
2228;Tempatnya nyaman. Pelayanan bagus. Menunya mantap.
2229;"""Kopi lumayan enak"
2230;Tempatnya bagus
2231;"Ada live musik juga"""
2232;Tempat santai menunggu cuci mobil
2233;Best dah tiap ada majelis sekalian nongki di nakaya
2234;Oke saya sukaaaa
2235;Nice place for meet up
2236;Puas
2237;Maya nyaman untuk bertemu dan bekerja
2238;Kedai kopi dengan suasana klasik & retro, harga bersahabat dengan kantong 👍🏻 …
2239;bagus bagus mantap
2240;Tadi malam ke cafe tersebut untuk menonton standupcomedy, skalian makan main course dan minum , saya pesan bersama pacar chicken katsu teriyaki blackpapper dan sambal matah, lyche tea. Sudah bayar dong dan dikasih nomor meja. Nunggu 1jam ga …
2241;Ingin memesan bersama pasangan disini, room 3atasjakcpot
2242;Ayam sambal terasi nya enak
2243;Cozy dan ramah ownernya
2244;Tempat yg nyaman menu makanan dan minuman yg byk pelayanan yg bagus cocok buat nongki sama keluarga atau teman teman recomended utk anak anak muda yg suka nongki sambil bercerita kisah hidup dan lain lain 😂 …
2245;"""minumannya enak,tapi pegawainya berisik,saat ada customer beberapa karyawan sibuk push rank sehingga menimbulkan berisik jadi membuat customer terganggu"
2246;"mohon dibenahi untuk attitude karyawannya 🙏🙏 …"""
2247;Tempatnya lumayanlah...
2248;Lokasinya nyaman dan enjoy
2249;Tempat santuy yang adem
2250;Rasanya bisa bikin lupa sama mantan😚 apalagi variasi minumannya yang beragam jadi susah move on😋 …
2251;Tempat yang asyik buat nongkrong dan menikmati kuliner.
2252;Makanannya enak dan beragam. Plus bisa sklian ngopi dan ada es snow yang enak banget.
2253;Kopi Joss 👍Suasananya lumayan nyaman,sajian minuman rempah nya OK …
2254;The one and only, locally coffee seeds, fresh beans, originally from their owned plants
2255;Good food with cozy place
2256;Tempatnya Nyaman, Bersih, Rapi dan Tenang. Makanannya standar dan pelayananan nya selooowww 😆 …
2257;tempatnya banyak nyamuk.
2258;Makanan dan minumannya enak, pelayanan nya cepat, suasananya nyaman. Worth it 😻 …
2259;"""Untuk tempat suasananya enak banget buat santai"
2260;"Harga terjangkau"""
2261;Coffee nya enak agak creamy, sayang nya es batu lebih banyak daripada coffee. Cireng nya juga enak. Kemarin take away karena coffee shop nya ramai sekali di jam makan siang. Harga nya terjangkau. Pelayanan ramah.
2262;Enak, tempatnya nyaman, harga standar, cocok buat anak muda dan saat bekerja. Ada outdoor dan indoor yang sejuk
2263;Tempatnya aesthetic parah, chicken sated egg nya terbaik se palangkaraya 😋 …
2264;Tempatnya aesthetic, harganya oke, kopi dan makanan enak.
2265;Makanan dan minuman enak, harga terjangkau, parkir cukup, kebersihan oke, suasana nyaman.
2266;So far so good
2267;"""Pengalaman yg tidak menyenangkan."
2268;Pesan butterscotch dan og latte.
2269;"Pada menu tertera coffee dan non coffee …"""
2270;Pertama kali nyobain. Enak red velvet nya dan tela tela nya
2271;"""Cepat buatnya... Rasa oke lah cuma buat kopinya ga terlalu strong sih tapi oke lah"
2272;"Tempat good banget …"""
2273;lamaaaaaa banget masaknya. nunggu sejam lebih gak datang2, padahal gak terlalu ramai yang dateng. semoga di bisa di tingkatkan ya pelayanannya.
2274;"""Varian menu nya banyak, enak, platting nya oKe."
2275;Tempat nya cozy, minimalis.
2276;"Crew ramah dan membantu"""
2277;Nyaman buat nongkrong outdoor, indoor ada bisa buat workspace, adem, harga nya terjangkau
2278;Segah bilang kasih bintang 5
2279;Makanan dan minumannya enak, harga murah, tempatnya aesthetic bangettt. Mudah dicari jg tempatnya. Rekomendasi sih ini 👍🏻 …
2280;Makanannya enak dan minuman nikmat sekali 👍👍 …
2281;Recommended 💯Pelayanan ramah, cepat, tempat nyaman, bersih, makanan dan minuman enakk dengan harga yg pas 👍🏻 …
2282;Mantullll ygy....best pokoknya❤👍 …
2283;Makanan sama minumannya the best, apalagi chicken salted egg dan beef teriyakinya 👍👍👍 …
2284;Tempat nyantai ternyaman 🥰 dan pelayanan nya pun memuaskan ☺️ …
2285;Asik pokoknya mah
2286;F&B affordable, pelayanan standar—cenderung lama, bagian indoor bersih.
2287;Oke buat laptopan dan nongkrong. Wifi lancar
2288;Enakkkk
2289;rice bowl teriyaki nya enakk
2290;Mesan mie nunggu 2 jam
2291;Recommended banget tempatnya
2292;Enjoy banget nongki disini👌👌 …
2293;Nice
2294;Menyenangkan
2295;SAYA SUKA TELUR ASIN SEDAPPPPP😋😋😋 …
2296;Mantul mantap banget slewbeww
2297;"""Vibes nya outdoor dan indoor..."
2298;Outdoornya enak kalau malam, bisa adem..kalau siang dikasih fan
2299;"Kopinya 👍 …"""
2300;Fasilitas: tempat parkir lumayan luas, toilet, tempat duduk meja yang banyak indoor dan outdoor, ada ac di dalam, ada ruang diluar juga. …
2301;"""Pelayanannya bagus harganya oke minuman dan makanannya juga enak"
2302;"Tp untuk suasanya agak kurang karena di dalam sedikit gelap dan kelihatan kurang bersih"""
2303;Sangat mengecewakan , nunggu makanan nya 1 jam lebih ..niat makan siang stlah itu lanjut kerja ternyata belum di antar2 juga makanan nya , cafe terjelek pelayanan nya
2304;pelayananya keos udh nunggu sejaman ga dateng' pas ditanyain ke baristanya ktnya lupaa wkwkwk ceos tbk..kecewa pdhl biasanya enak aja
2305;Bad pelayanan, udah nunggu setengah jam lebih ternyata produk habis, pas minta refund duitnya malah dilempar, badan agak gemuk anak dapur
2306;Tempatnya dulu di jalan baban sekarang pindah ke jalan c.bangas. Menunya oke banget. Kopinya kopi banget dan beneran kopi yg literally pekat dan enak. Makannya ada burger, kebab, ayam, dll. Ruangannya ada indoor dan outdoor cocok untuk ngobrol, nugas karena cozy, pakirnya juga luas
2307;Min tolong benerin gentengnya bocor klo hujan
2308;Titik Balik Kopi menyediakan aneka makanan dan minuman
2309;lama banget anj keburu lapar,mending kalau lupa bagian kalian kek nanya ke pelanggan
2310;Suka banget ke TBK kalau nginao di palangka raya karena dekat dengan hotel tempat saya menginap.. Setiap menu harga terjangkau, pelayanan ramah dan puas.. …
2311;"""Yang suka Single Origin kedai kopi ini recomended banget untuk area Palangkaraya"
2312;"Pelayanannya ramah, tempat bersih dan nyaman …"""
2313;Nice place menu minuman dan makanan enak, tempat nya asik
2314;Tempat kopi yg selalu rame ditangkringi anak muda,, tersedia beragam pilihan minuman...
2315;Entah apa yang terjadi dengan TBK, waitersnya banyak tapi makanannya sungguh lama menunggu, niatnya mau makan karena laper ternyata harus nunggu sejam buat makanan datang, itupun dapat bonus melihat konsumen yang gak terlayani dengan baik, gak recommended sih, padahal kondisi sama sekali gak rame tadi
2316;"""Untuk pelayanan kasir mungkin bisa ditingkatkan lebih ramah dan informatif. Salam senyum sapa untuk pelanggan."
2317;"Semoga lebih baik"""
2318;mesan satu jam.tp pesanan tdk d bikin 😔 payah sekali pelayanannya. harus lebih teliti. kasian pelanggan menunggu sangat sangatt lama. 🥱 …
2319;"""Sangat sangat Sangatttttttt Mengecewakan Pelayanan sangat Jelek."
2320;"pesanan sangat lama,nunggu hampir 2 jam baru dibikinkan padahal keadaan cafe tidak terlalu ramai.bahkan kasir tidak ada rasa bersalah atau meminta maaf sama …"""
2321;Tempatnya cukup nyaman dengan suasana yg cukup tenang cocok utk ngobrol santai dan nongkrong krn area didalamnya cukup luas. Makanan dan minumannya cukup ok . Parkiran motor dan mobil tersedia.
2322;Di bagian belakang adalah tempat terbaiknya, apalagi ketika sore hari dan cuaca mendung adalah kombinasi paling pas untuk minum kopi. Kopi yg terkenalnya adalah Srikandi (jika ingin minum kopi susu), tapi jika tidak suka kopi yg dicampur susu saya menyarankan single originnya sangat cocok diminum santai.
2323;Untuk minuman kopi susunya mantab lah, Pelayanan cukup baik namun kurang ramah
2324;Its an outdoor place and i find it cozy, they open till midnight. There are variant menu here for late-snack too and they serve good coffees too so when you have a busy day and still want to hang out at midnight, this one is a good choice
2325;Karna aku suka manis, tbk adalah tempat minum non coffe terbaik, pelayanan nya juga sangat ramah
2326;🌼 …
2327;Tempat dengan suasana santai.. Ramah serta nyaman, sebari ditemani kawan dan seduah kopi dari para barista handal.👌 …
2328;Sangat rekomend untuk mampir kesini klo anda berkunjung ke palangka raya
2329;Tempatnya asik, mas dan mba nya juga ramah-ramah. Cocok deh untuk tempat nugas, diskusi atau sekedar nongkrong. Ntappzzzz
2330;Tempat nya OK bangets buat nyantai bareng & pelayanan ramah + cepat 👍 …
2331;Kopi nya enak
2332;nice not bad for palangkaraya
2333;Wadahnya nyaman
2334;Tempat paling nyaman untuk wfh dan kelas online
2335;Kopi dan tempatnya mantep 🤟 …
2336;Goooddd
2337;Salah satu tempat favorit untuk ngopi
2338;harga terjangkau, tempat asik
2339;Anak palangka wajib kesini si
2340;Kopinya mantab
2341;Santai tempatnya
2342;Pas buat Nongkrong abg
2343;Tempat nongkrong asik..
2344;Tempat nongkrong untuk remaja
2345;Good choice for chilling.
2346;Pelayanan yang bagus
2347;Bad service, lelet
2348;Pas rasanya
2349;Mantapppsss
2350;Nice
2351;Sip
2352;Good barista
2353;Nongkrongable
2354;Makanan dan Minumannya Enak banget, Fera banget deh pokoknya. Tahu isi dan Brokoli gorengnya sangat memanjakan lidah. Harganya bersahabat banget, kalian mesti mampir ke Berdua Coffee ini. Tempatnya sederhana tapi asri saya sukaaaaaaa. Ditambah ada permainan kartu, uno, dan lain-lain. Anak sy jadi betah lama-lama disini
2355;bicara menu, tentu kembali ke selera.. tapi penilaian pribadi untuk signature kopi, enak.. kopinya terasa. snack, kentang goreng dan sosis bakar jadi favorit anak-anak. …
2356;Tempat cozy kalau menjelang sore, pas lah buat santai sepulang sekolah atau kerja, menu lumayan kenyang karena rotinya tebel, jatuhnya ke makan berat, minuman lumayan, kemaren pesen cafe late dan Oreo blend untuk anak2.
2357;Lama sekali pelayananannya hampir 1 jam hanya untuk 2 makanan
2358;Tempat terbuka dan lumayan adem makanan lumayan enak dan harga bersahabat
2359;Penyajian sangat lama, karyawan malah becanda2 di dalam. Padahal masih sepi tp lelet bngt, setengah jam belum jadi juga. Padahal yg di pesan 2 menu aja
2360;Makanan dengan harga dibawah 20k mantap,dan rasanya enak banget.pokoknya harus coba ya :)
2361;Pelayanannya lambat dan nunggu makanannya dimasak hampir 1 jam menunggu
2362;a peace place to recharge your body and soul after working all day long
2363;Enjoy simple drink and meal
2364;Kariawan x sangat tidak ramah
2365;Instagramable dan harga mahasiswa
2366;mangstep
2367;Tempatnya enak buat nyantai ataupun kerja, bisa pilih indoor atau outdoor, bisa sambil main golf, ada musholla yang besar dan bersih, so ga takut telat sholat pas lagi chill out bareng bestie. Bawa anak2 juga ga khawatir krn tempat luas …
2368;Minuman dan Makanan lengkap, parkiran luas, tempat main golf, halamannya bisa tempat anak motor dan mobil santai, bisa drag race juga
2369;Chiken teriyakinya rasanya pas, karena rasa saus yg tdk terlalu kuat, caramel machiato nya juga pas, ngk terlalu manis, tempat mya enak, dekat mushola , parkiran Luas banget, pinggir jalan besar
2370;"""1. Buka Pagi sd Malam"
2371;2. Ada outdoor dan indoor
2372;3. Sangat bersih tersedia tempat cuci tangan, dsb
2373;4. Indoor sangat sejuk dan harum
2374;"5. Plihan menu banyak mulai dari kopi,non-kopi,boba, dan macam"""" teh."
2375;"6. Karyawan rapi bersih dan ramah"""
2376;Tempatnya nyaman buat nongkrong, pelayanannya ramah, minumannya sip, rekom red velvet dan Orange Tea Machiatoo nyaa.. segerr.. 🥰 coba snack nya juga enak.. …
2377;"""minumannya enak, lokasinya cocok buat nongki ngerjain tugas sendiri maupun bareng temen. pelayanannya ramah dan cepat."
2378;"@hermonkh"""
2379;"""Menu favorit Berry Coffee 👌"
2380;"Americanonya juga mantap double shot …"""
2381;Tempatnya nyaman, kopinya enak banget 🙂 …
2382;"""Kopinya enak, ada beberapa cemilan jg enak"
2383;Tempatnya nyaman adem dan bersih
2384;"Cocok buat nongkrong sambil ngerjain tugas"""
2385;Mantap. Cafe dan pelayanan bersih sesuai protokol kesehatan.
2386;tempat nugas ter-OKE
2387;Enak sekali, suasana nyaman
2388;Tidak sesuai pesanan
2389;Kedai kopi dan jajanan enak, tempat nyaman, full AC dan wifi gratis 💜💜 …
2390;Kedai kopi yang luar biasa, dengan suasana yang nyaman, pelayanan Terbaik dan cita rasa yang berbeda, penasaran....? Anda wajib ke sini
2391;Kopinya enak..
2392;seger,pelayanya ramah n cantik cantik
2393;Ikan hiu makan tomat... Mantap matt
2394;recommended
2395;Caramel nya sekut abiss
2396;Sangat Recomended
2397;Kopi nya mantap!
2398;Musik nya kurang mengena
2399;Enak mantap
2400;Good is the best
2401;Mantappsss
2402;"""Tempatnya bagus, pelayanan harusnya krna ada byk dan ad petugasny, bisa diperdayakan untuk pengantaran ke meja atas / keluar. karena jauh dari tmpt duduk."
2403;"pintu toilet harusny di kaca 1x lg atau digunakan penutup sliding agar tidak bau …"""
2404;"""saya beli risol 1 porsi pelit bgt"
2405;masa 1 kotak 1 porsi, isinya 1 biji.
2406;"ga worth it."""
2407;Nyaman untk tmpat nongkrong nuansa tenang
2408;Cozy place, tempatnya tenang, enak buat nongkrong karena berada di komplek perumahan dan jauh dari jalan raya
2409;Tempat nyaman dan bersih tapi agak masuk kejalan dalam makanan dan minumannya enak dan pelayanan sangat ramah dan bagus
2410;"""kesini pasti datang untuk ketemu teman"
2411;Nyaman tempatnya untuk ngobrol sama teman-teman
2412;"Menu lengkap, pelayanan cepat, orang-orang nya ramah."""
2413;Tempat santai dan tempat nongkrong serta lokasi dan posisi sangat enak tidak berdekatan dengan keramaian serta minumannya banyak varian rasa
2414;Tmpat mnum kopi dan nyntai yg pas
2415;Ini sih favorit banget sih,Apalagi Vietnam Drip sumpah enak banget,Tempat nya keren,tempatnya tenang,sepi.Terbaik Pokoknyaaa
2416;Bagus enak tempat y
2417;"""Pelayanan ramah ✅"
2418;Kopinya nikmat ✅
2419;"Harga bersahabat ✅ …"""
2420;Tempat rileks, minuman cukup ok
2421;💜💜 …
2422;Tempat santai asik
2423;Lumayan bagus & org2nya pun ramah
2424;I love it!
2425;Tempat ngopi dengan suana rumah
2426;Lokasinya bagus, dan tenang
2427;Tempatnya nyaman.
2428;Tempat nongkrong
2429;Nice coffe
2430;Cozy and simple
2431;Nunggu makanannya hampir sejam lebih lama banget, gak rekomen buat makan siang nunggu nya kelamaan wkwkw keburu lapernya ilang. Mana ga minta maaf lg klo pesanannya lama:(
2432;Caffe paling comfy, selalu jadi pilihan pertama dari SMA. Makanan nya enak-enak + onion ring nya wajib coba 😍. Best of the best …
2433;"""Tempatnya bagus, adem, cocok buat wfc"
2434;Minumannya sama makanannya enak enak semua 👍🏻
2435;Kemaren ada free infus water
2436;"Rekomended🙌🏻 …"""
2437;alasaaa tuh ambiennn nyaaa cocok buat productive, tenangggg bgttt. snack dan makanannnyaaa terlengkap dan bervariasiiii !!! lokasinyaa jg di tengah kota❤️😍🫰🏻rateeee infinite✨💕🤏🏻🦋🫶🏻♾️♾️ …
2438;Tempatnya bagus dan nyaman cocok buat sambil ada kerjakan tugas kuliah dan sebagainya. Ruangan di dalam adem ber acc di luar juga tempatnya nyaman tersedia colokan terminal di beberapa sisi
2439;Tempatnya adem kalau siang siang bolong, dan cafe pertama kali yg aku pesan menu semua ada churros and waffle #like
2440;best buat nongki..butterscotch enak trs favenya ini garlic bread
2441;Beberapa menu yang dipesan sangat bisa dinikmati. Pelayanan juga ramah dan cepat. Suasana menyenangkan. Mungkin perlu dipertimbangkan untuk menaikkan bandwith wifi nya.
2442;"""Caramel Macciato nya juara dari sekian banyak tempat coffee shop yang pernah di order"
2443;"Baru nemu yang pas di sini,,  menu sharing foodnya juga mantap"""
