ulasan;label
Tempat nyaman, makanan enak 👌. Pelayanan agak lambat walaupun ga lambat bener, padahal situasi agak sepi. …;positive
Tidak akan lagi cuci mobil disini, dulu yg ku tau ini tempt cuci mobil dengan pelayanan dan kebersihan yg bagus! Sekarang yg orangnya pkai kacamata itu sering kaya abunawas 2 x kesni berturut selalu diminta lebih karna alasan karpetnya …;negative
Pelayanan sangat baik;positive
"tempat paling pw sepalangkaan wkwkw
tukang parkirnya ramah";positive
YANG SALAH NULIS PESANAN KASIR, TPI YANG SALAH CS. APAA APAAN;negative
"Rekomen tempat buat ngopi santai
Tapi siap-siap ngantri, tp antri nya cepet kok, …";positive
"makanan nya selalu enakk gapernah gaenakk, tempat favoritt kalau nongki nyamann jugaa
untuk harga standarr sii pas di kantong pelajar";positive
Saya sangat menyukainya......;positive
Lumayan enak dan ramai;positive
Ramah pelayanannya dan bisa 24 jam datang ke sini;positive
"Saya makan nasi goreng mahardika,kopi susu dan air mineral terus sampai di kasir byarnya 265.000,
Ternyata semua org dalam ruangan smooking room itu masuk bill saya, mohon kedepannya di perbaikin yaa";negative
JADI TOLONG OWNER UNTUK MENG UP GRADE PERALATAN MASAK DI BAGIAN DAPUR.;negative
Casir cwe kurang ramah,;negative
Tidak ada Waifai;negative
cafe baru di jl. g obos punya anaknya bos;neutral
"Mohon diperhatikan Chicken wings nya beraroma tidak segar..😢
Layak atau tidak layak disajikan kepelangkan🙏🏻 …";negative
"saya beli risol 1 porsi pelit bgt
masa 1 kotak 1 porsi, isinya 1 biji.
ga worth it.";negative
Kalo gojek disini selalu lama wkwkwkwkwkwkwkwkwwkwkwkwwkwwkwkkwkk;negative
"Yth. Manajemen oregano coffe,
Sorry untuk bintang 3 nya ada beberapa poin yg harus di koreksi …";negative
Byk menunya, biasa take away sih;neutral
Take away sdh ready;neutral
Hujan2 berteduh di cafe;neutral
Baru pertama nyobain di sini. Ternyata boleh juga. Ayo coba juga.;positive
tukang parkirnya sembarangan, motor lecet semua;negative
Menunya si enak enak tapi pelayanannya kurang;neutral
Tempatnya bagus dan menarik hanya saja tempat duduknya yang seperti potongan kayu agak sedikit membuat kurang nyaman, sakit kalau lama² hehe :D;neutral
Ada daftar harganya ga gan;neutral
Padahal waktu itu gak banyak orang;neutral
"~ Wagyu meltique tenderloin tingkat kematangan medium rare , sauce mushroom🫶🏼👌🏻
~ Bufallo Chiken O’falkes 😍😍
Sedikit Pedas,manis,gurih,crispy dan daging ayam nya juicy …";positive
"Mohon untuk pelayan driver ojol lebih di tingkat kan.
27 april Dari jam 13:15 menunggu hampir 1 jam, hanya untuk beberapa pesanan, padahal kondisi sedang sepi,cuaca panas dan saya sendiri.   Terima kasih. Semoga kedepan menjadi lebih baik.";negative
Minuman standard aja;neutral
"Buka 24 jam kacauwww

Tapi sayang untuk parkiran mobil harus di bahu jalan kinibalu";neutral
"Minuman cepat disajikan, makanan nya lama sekali..
Indoor nya ruangan ac tp tetap panas padahal ac nya ada 3";negative
Harganya termasuk mahal dan rasanya biasa aja, suasana nyaman pelayanan baik;neutral
Tempat parkir kurang luas.,;negative
Tempat masih polos;negative
Pelayanan cepat. Makanan minuman affordable. Tempat muda mudi nongkrong yang cukup rame. 24 jam pula yang bikin bisa dateng kapan aja.;positive
Mumer, murah meriah;positive
murah;positive
"Lokasinya strategis, depan hotel Loca.
Tempatnya enak, AC dingin, dan bersih.
Kopinya enak 👍🏻 …";positive
datang2 udh harap2 dilayani, antri dgn tertib, eh kasirnya malah melayani org yang nyerobot antrian. 👌👍 …;negative
"Asli parah banget pelayanannya nunggu pesanan sampai satu jam.
Malah ada orang di belakang kami datang nya dpat duluan dari pada saya..
Pantas aja mulai sepi .. …";negative
minuman nya ga sesuai foto;negative
Lokasi agak masuk ke dalam, agak susah dicari klo ga pke maps, lumayan buan yg suka nongkrong2;neutral
Tempat ngopi enak dengan suasana yang menyenangkan. Sayangnya karena baru dan jam sibuk antrian lumayan lama. Semoga kedepannya bisa lebih baik lagi fore;neutral
Wifi super parah, mau kerja malah kesel. Alasannya wifi banyak yang pake jadi lemot;negative
Datangnya 2 jam;negative
"Kasih masukan buat ownernya..
Kedepannya waiter di briefing agar lbh fokus mengurutkan bill pemesan, jd ga salah urutan antar orderan.. …";negative
Mudah untuk di dapatkan;positive
bingung, masih pada muda, seperti terpelajar. tapi sama sekali tidak ramah. sya datang dgn sopan menanyakan pw wifi, disuruh tunggu smpai 3 kali bertanya. sekali jawab. ngegas dan bilang wifi penuh. yaa kalo pasang wifi gratis, jgn cuman 1 atau 2. jgn smpai ada limitnya lah;negative
Tempatnya nyaman, tapi pesan online nunggunya lama.. sayang ojol nunggunya karena buat ojol waktu itu sangat berharga;negative
Tolong untuk owner car wash diperhatikan lagi para pegawainya. Masa nyuci di sini gak dikasih struk sama pegawai yg pakai kacamata.;negative
"🔸 berada di tepi jalan kinibalu dan mudah ditemukan
🔸Sepertinya diminati kalangan muda karena termasuk cafe baru
🔸Ada konsep terbuka, indoor, private, area bermain anak dan bar …";positive
pelayanannya kurang bgs, pegawainya kurang senyum dan ramah.untuk makanannya standar lah👍🏻 …;negative
Parkir mobil suseeh ... Masalah klasik cafe didaerah perumahan ...;negative
Biasa aja utk menu makan dan minum nya..Klo tempat nya lumayan aja.;neutral
Wonderful experience;positive
"Kopinya endulsss banget, tempatnya cozy juga buat nongkrong malem malem karna kalau siang puanassss pol
Oh iya kemarin sempat mesan dimsum mentai,tapi zonk banget karna di dalam dimsumnya masih ada jahe utuh yang lumayan gede jdi ngerusak rasa dimsumnya";neutral
Kopinya lumayan enak;positive
Silahkan mampir ke NEW LOOK KINAKO YG SEKARANG bukan lah yg dlu🔥🎉❣️ …;positive
Tempatnya asri (terutama kalo sepi). Selebihnya standar cafe biasa. Sempat dapat onion ring yang gosong pas lagi rame-ramenya.;neutral
suasananya buat nongkrong oke, cuma untuk rasa kopinya agak kurang;neutral
Pelayanan sangat ramah, dan makanannya theeebesstt rasanya gak kaleng2 ❤️;positive
Lumayan nyaman..;positive
Barista itu menoleh saat dipanggil A'a;neutral
makanan, minuman rekomended dan suasana out door kalau siang panas, tapi cukup nyaman karna dibawah pohon, kalau malam mungkin lebih nyaman ..;positive
makanan, minuman rekomended dan suasana out door kalau siang panas, tapi cukup nyaman karna dibawah pohon, kalau malam mungkin lebih nyaman ..;positive
Tempatnya nyaman, cuman mohon maaf servisnya lama dan indoornya kurang bersih, banyak kucing peliharaan berkeliaran dan ada bau kurang enak;negative
Hallo selamat malam kak, untuk pengalaman di Caffe Maju Makmur ini sangat baik. Namun pada kesempatan kali ini sangat mengecewakan, karena kali ini kedapatan makanan yang terlalu asin. Padahal sudah sering beli makanan disini, cuman untuk …;negative
Kalonya lagi ke Palangka selaluuuu datang kesiniii, karnaaa makanan dan minumannya se enak ituuu, dann selaluuu nagihhh haruss balikk ke Arustaa lagi wkwk luvvv bangettt 🤍🤍🤍 …;positive
Untuk tempat lumayan luas dengan outdoor & indoor, spot foto juga banyak dan adem juga tempatnya, hanya saja buat pelayanan & penyajian makanan sangat lama setelah pemesanan sekitar 30 menit - 1jam. Kalau buat yang kelaperan terus datang …;negative
Tempatnya bagus kalau menunya biasalah menu cafe pada umumnya,kalau bisa minuman yg non coffenya kayak macha atau redvelvet itu kan udh umum coba tambah lg rasa yg baru dan unik biar beda aja dari yg lain,tapi untuk minuman dan makanannya udh enak semua kok cuman kalau mau saran ya itu tambahin aja menu minuman yg unik😊 …;positive
Tempatnya bgus ada indoor dn outdoor nya 👍 agak lama klo pesan makanan. Pas dtg makanan nya dingin 😀 …;neutral
"Tempatnya bagus, pelayanan harusnya krna ada byk dan ad petugasny, bisa diperdayakan untuk pengantaran ke meja atas / keluar. karena jauh dari tmpt duduk.
pintu toilet harusny di kaca 1x lg atau digunakan penutup sliding agar tidak bau …";negative
"TAGUK HA SEKARANG BEDA DENGAN TAGUK HA YANG DULU.
NUNGGU PESANAN NASI GORENG TAGUK HA DAN KOPI HITAM MANIS BEGITU LAMA.
DULU ORDERAN GOJEK CEPAT SELESAI SEKARANG BEGITU LAMA. …";negative
Tempatnya asikk, rasa okee;positive
"Ikan nila goreng blm masak dalam nya...
Alhamdulillah";negative
Mending banyakin barista . jgn dicampur gojek sama dine in . mau dine in njirr lama banget .;negative
Tempat nya luas, walau siang terasa adem tidak panas... Klo rasa mnurut saya sih pas karena sesuai takaran ukuran...;positive
Makanan nya enak banget, harga nya sangat terjangkau dengan kualitas makanannya, kalau untuk minuman Lecy tea 20rb mungkin sedikit pricey tapi enak, ada 2 pcs lecy didalamnya, jadi bingung karna cukup worth it yaa, cuman karna rame jadi …;positive
Nanti kesana lg , lupa foto tadi....;neutral
Untuk komfirmasi orderan online terlalu lama menunggu🙏🏻 …;negative
pelayanan ramah.;positive
"Pelayanan ramah ✅
Kopinya nikmat ✅
Harga bersahabat ✅ …";positive
Pelayanan ramah;positive
Cuma pesan cheseecake 1 potong luammmmmaaaaaa polll. Hampir 1 jam lebihi. Nangis banget sama waktu tunggunya;negative
Tempatnya enak, emang ga terlalu luas tapi suasananya yg hening dan ga terlalu rame pas untuk nyantai ngobrol sama temen2. Ada outdoor dan indoor (berAC), harga makanan dan minuman relatif murah dan rasanya sesuai harga.;positive
Tempatnya sih asyik makananya lumayan tapi mbaknya jutek banget udah berkali kali kesini perasaan gitu terus layanan;negative
"Sebagai pengalaman
Saya beserta istri dengan 2 anak tiba di tempat dan sudah pesan makanan, indoor penuh terpaksa di outdoor ada banyak  tempat dgn 1 meja 2 kursi....mikirnya ngga …";neutral
Ini yg ke 3x makan disini, dan baru menemukan yg enak. Kmrn kmrn ayam nya kelamaan goreng jd alot. Coba menu lain ok lh ya;neutral
Tempatnya nyaman dan cukup besar, lokasinya pas ditengah-tengah kota, minuman disini juga lumayan enak dan harga cukup terjangkau, tempatnya buka 24 jam jadi kapan pun kesini selalu ada, disarankan datang pas waktu sore karena tidak panas dan bisa menikmati jalanan kota, overall cukup recommended untuk yang mau kesini;positive
24 jam buka 👍 …;neutral
Kafe sekalian pencucian motor dan mobil. Cocok banget untuk kalian yang bingung mau ngapain kalau lagi nunggu kendaraannya dicuci. Menunya beranekaragam, kebetulan kami pesan tempe mendoan dan pisang cokelat. Lingkungan area luarnya nyaman, …;positive
Jika ingin bertahan di sesaknya persaingan coffe shop di kota cantik, perbaiki pelayanan terhadap pelanggan, bisnis sekarang harus customer oriented, berikan wawasan kepada barista dan pelayanan agar lebih baik;negative
kalo duduk ga dekat AC tuh panas banget, jadi pengap gt terus pernah liat mba2 baristanya marah2in gojek yg nanya pesanannya. Harusnya tetap bs gunakan bahasa yg sopan. For coffee dan snacks fore selalu enak sih;negative
"Perlu dibanyakin terkait ready menu di cafenya mas... krn snack hanya ready kebab aza tadi. Yahh ...khann
Pdhl ini jadwal malam mingguan...syg bangett";negative
Anjir air mineral semini 330ml ini aja 10rb🥲 …;negative
Pelayanannya sopan;positive
"Kopinya

Pelayanannya …";neutral
"Kopinya

Pelayanannya …";neutral
Pelayanannya lambar;negative
Pelayanannya kerennn;positive
pesanan kosong bukannya di konfirmasi dr awal!!!! org udh lapar☹️☹️☹️☹️;negative
Petugas ngakal, udah ada tarif harga cuci mobil 60rb malah dimintain 100rb. Sangat mengecewakan;negative
saya kasih bintang dua ribu;positive
Selalu ramai;neutral
kasirnya salah trss denger pesanan org;negative
Pelayanan kasir kurang ramah, rujaknya enak tapi sausnya terlalu encer, suka tea partynya porsi jumbo;negative
Masnya baik mau bantu nyalain kipas angin;positive
"Kopinya enak, ambiencenya oke banget, decornya selalu cantik. Rasa kuenya standar, tapi ini kan sesuai selera ya, kalo menurut teman enak.
Sangat disayangkan servicenya bikin experience ga nyaman ya, kasirnya jutek, nanya detail minuman dijawabnya lihat saja di layar di dinding. Menu yang saya lihat di standing acrylic di meja kasir, sedangkan ternyata ada menu detail di gadget dan layar di dinding. Kan bisa dijelaskan baik-baik, atau dari awal diarahkan untuk lihat menu di layar kalau memang gamau menjelaskan.";negative
"Vibes nya outdoor dan indoor...
Outdoornya enak kalau malam, bisa adem..kalau siang dikasih fan
Kopinya 👍 …";positive
"Mantaaab kopinya
Sambil bawa anak, sambil ngobrol
Ramah2 semuanya
Apalagi sama anak2";positive
Segerr kopinya;positive
Kopinya enaaak;positive
Kopinya 👍👍👍👍👍 …;positive
kopinya muantepp;positive
Kopinya kuat;positive
Kopinya murmer 😆 …;positive
"Kopinya yaàaaa....lumayanlah
Tempatnya jg lumayan";positive
"Kesan pertama dtg kesitu tempatnya ok banget👍
Minuman standard aja
Harga standard …";positive
minuman rasa talasnya sempurna. tidak manis/hambar.;positive
Buka 24 jam bisa buat nugas;positive
Penyajian minuman lebih cepat dibanding snack dan makanan berat. Harga yg dibayar akan ditambah dg pajak 10% dari harga tertera. Makanan dan minuman enak tapi tdk terlalu nampak spesialisasinya. Kalo Sabtu malam minggu rame banget, kalo minggu malam lumayan lengang jadi nyaman utk ngobrol, nongkrong dg keluarga;negative
"NYAMAN SEMUA.
COBAI NASI KULIT NYA.
TERUS MINTA KECAP";positive
Sumpah dah makan pangsit kuah isi dalamnya kek agak basi tu kenapa yak, gak ku habisin, ku makan kuahnya aja;negative
Sukanya disini walaupun banyak orang tetep apapun yg dipesan cepat bgt datangnya ...semoga selalu sat set seperti ini pelayanannya😊 …;positive
"First time kesini kmrn tgl 17, dan maybe bakalan jadi yg terakhir.

Alasannya bukan karena rasa atau harga makanan. Tapi karena PELAYANAN staff yg …";negative
Jl. Garuda II;neutral
"Siapa yang nyingkat jadi Kopi ABS segala!!!??
Susah nyari di MAP Sesat!!!";negative
Lumayan lah untuk ngopi dan menghilangkan penat sebentar dari aktifitas kerja.;positive
"Caffe latte nya mantab... Hazelnut latte nya juara...
Singkong gorengnya jooosss";positive
Menarik dan tersembunyi, penuh gairah, dan emosi;positive
Karyawan perempuan nya ramah,yg cowo so se keras tolong diperbaiki;negative
Ini jadi nilai minus sekali.;negative
"Soal rasa udah oke gak kalah sama trusted brand lainnya. Ga perlu ragu lagi. Passs 🤗
Lokasi di pertengahan kota dan terjangkau buat yg mau praktis take away kearah mana aja, terlebih di work hours, saat kita bisa nyela gitu melipir kesini pas betul dah. …";positive
Tempat nya bagus, cocok untuk nongkrong.. Tapi sayangnya di dalam ruangan sangat panas AC tidak bekerja dengan baik. Tolong di perbaiki/ganti.. Biar pengunjung merasa nyaman.;positive
Tempat nya cozy, makanan terutama cuminya enak, tapi kalau malam penuh terus;positive
Lokasi strategis, dan selalu terlihat ramai. Baru kali ini berkesempatan mampir. Dan di sini buka 24 jam katanya. Malam ini edisi non coffee karena tenggorokan sedang kurang enak. Mungkin bisa lah besok-besok kita coba klo perlu kopi dinihari yaa;neutral
Servicenya diperbaiki lagi ke depannya;negative
"Fore ini baru Di Pky, shg byk diserbu ank muda yg lgi nongkrong dg teman nya. Soal rasa, sama dg Fore di Jawa.
Soal tempat, agak nya perlu di koreksi kmbali. Pengunjung datang utk melakukan …";neutral
Favoritku chicken sambal matah 😍 …;positive
Cuci mobil kualitas dan harga tidak sesuai...;negative
Di kala rindu melanda ,kentang goreng pun tiba ,senyum pun terbawa;positive
Indoornya panas karena ac tidak dinyalakan pada saat siang hari, minuman oke lumayan;neutral
Copinya sudah standar pokee ueanak reeeeeeeee hancuuuuuuuur lidah;positive
Mangat sangat;neutral
Pelayanannya luar biasa;positive
lamaaaa bngettt nunggu makanan nya;negative
Luar biasa makan disini;positive
"Steaknya enak
Nasi goreng Mahardika kambing juga enak rempahnya benar-benar berani";positive
Ini untuk carwashnya, bawa sigra (lcgc ya bukan mobil premium), seminggu sebelumnya cuci disini diminta 50rb, hari ini bawa diminta 60rb untuk cuci mobilnya dan katanya untuk vacumnya tambah 10rb, ya jelas tolak lah, dikira bawa land cruiser, terakhir kali cuci disini;negative
Varian makanan dan minuman cukup banyak, selalu ramai, kopi susu pandan patut di coba;positive
Makanan nya ok, layanan baik dan ramah, suasana lumayan karena ambil yg outdoor agak kedekatan antar kursi pengunjung;positive
Harga sama kualitas kebersihan cuci mobilnya tidak sesuai;negative
"Sepertinya ini cafe tempat nongkrongnya generasi milenial. Pengunjungnya dominasi anak muda.
Lumayan rame. Kalau ga salah ini tempat eks Bebek Kalijo.";neutral
Harga suka suka, hati2 yg mau cuci dsni;negative
"Kami datang jam 09.00 belum buka.
Padahal di jadwalnya jam 09.00 cabang hq atau cut nyak dien sudah buka
Menunggu hingga 09.10 masih blm buka. …";negative
"Sangat kecewa dengan pelayanannya...
Saya dan keluarga menunggu pesanan makanan hampir 40 menitan menunggu... setelah saya Cek ke cashier dan cashier nya menuju ke dapur alangkah terkejutnya …";negative
"Makanan, layanan, Suasana Terbaiikk pokoknya
🫶🏻💖💖 …";positive
Rasa memang bintang 4 sayang tempatnya kurang nyaman;neutral
"pada dasarnya merekomendasikan
harga sesuai selera";positive
kopsu nyaa murah sekaliii dan enakkk,dinginnn skli duduk di dalam ga panas,enak buat nugassss,24jam lagi😍😍😍 …;positive
Ingin pesan bersama pasangan disini, room 3atas;neutral
Nasi goreng nya enak;positive
Kemarin mampir kesana mesin kopi rusak, dan cuma minum yg biasa aja, suasana sih asik;neutral
Tempatnya lucuuu, kue²nya enak. Tapi untuk minuman b aja sih, bbrp kali ke sini selalu gk cocok dengan minumannya ntah kenapa 😅 …;neutral
"Pelayannya ramah, parkir luas
Ada ruang smoking roomnya tapi full AC🤣 kebalik bgt yak ruang terbuka hijau bagus bgt, …";positive
"Kesan pertama datang ke plovdiv
Tempatnya lumayan nyaman
Makanan & minuman harga standard
Rasa boleh juga👍 …";positive
"Tempatnya bagus, ada indoor dan outdoornya, makanan dan minumannya enak-enak
Tapi kurang cocok sih di kantong mahasiswa, tp kalo sekali-sekali bolehlah wkwkwk";positive
Keren bgt suasana, layanan dan harganya. Kirain tempat keren kayak gini bakalan mahal yakan, ternyata egk kok. Nyesel baru tau skrg setelah lama ada di Palangkaraya;positive
Mntap;positive
Tempat hang out 24 jam di kota Palangkaraya yang menawarkan live musik, cuma kudu sabar antri untuk order minuman & makanan;neutral
Untuk mocktailnya perlu ditambah dengan buah yang lebih banyak, apalagi yang haus belum pernah ada topping mangganya.;negative
"tempat oke, minuman oke.
owner suru ganti reviewnya";positive
Tolong lebih detail lagi ya dalam menghidangkan makanan, saya pesannya ayam teriyaki untuk take away tapi malah dikasihnya salted egg, karna take away jadi saya juga kurang melihat makanan yang dikasih, di receipt yang diberikan juga …;negative
suasana nya sangat sangat oke.. enak buat bersantai bersama rekan kerja ataupun keluarga.. cuma disayangkan 2x saya datang kesana, menu minuman nya masih kurang oke.. …;negative
"Makanan nya oke, enak semua...
Pelayanan cepat ga harus nggu lama wlpun bnyk tamu... karyawannya ramah dan sopan.. untuk suasana bagus apa lagi ada renovasi makin bnyak tmpt dduk...";positive
Rame disini;neutral
"Tempatnya cozy... keren...
ada beberapa hal yg mgkin bisa dijadikan masukan buat cafe ini yaitu, Variasi menunya bisa di perbanyak, dan waktu penyajian makanannya di percepat, Klo mau …";neutral
Untuk tempat yang baru sungguh nyaman dan luas. Terkait parkir masih lebih baik daripada di tempat yang lama yang untuk mobil susah sekali parkir. Namun jika untuk bekerja atau butuh ketenangan sangat sulit karena termasuk tempat yang …;positive
deket gudang gw, jadi kalo take away enak, deket;positive
suasana rame tapi nyaman, trus orderan nggak pake lama, dan rekomended untuk nongki bareng keluarga atau bestie..;positive
gada bersih bersih nya nyuci , sampah gada yang di buang;negative
Cafe yg jam operasional ny sampai jam 3 subuh, di malam minggu selalu ramai, menu makanan dan minuman beragam, dengan harga standar.;positive
Tempat luas ber AC, parkiran mobil kurang luas;neutral
Tempatnya bagus, makanan dan minuman overall oke. Tapi sayang sekali untuk coffeshop sebesar ini belum ada layanan Wi-Fi untuk pelanggan. Semoga segera terealisasikan. Kalo ada Wi-Fi auto bintang 5, seratus kalo ada.;positive
Mohon maaf lain kali pelayanannya agak lebih gercep cmn satu makanan doang loh 1 jam;negative
Tempatnya agak tersembunyi tapi makanan nya punya banyak pilihan;positive
Semoga harimu menyenangkan;positive
Enak, dan cukup menenangkan karena gak terlalu ramai di hari kerja;positive
Suasana cafe nya lumayan.....hasil cuci mobil tidak sesuai ekspetasi dan tidak sesuai dengan lamanya menunggu;negative
Tempatnya enak buat nyantai, aku saranin buat ngajak temen, gak enak di sini sendirian gak ada temen bicara. Di sini tempatnya selalu ramai walaupun bukan malam Minggu. …;positive
Sesuai namanya mau balik lagi;positive
Dingin bgt AC nya. Ada smoking room juga;positive
"Kalo mobil kotor jangan dibawa kesini dah apalagi malam malam😅
Tarif nya bakal gajelas dan hasilnya juga gk terlalu bersih. Semoga owner berbenah🙏🏻 …";negative
Menunya menarik2;positive
Penasaran, kalau lewat sini banyak.motor n mobil di parkir, pasti ada sesuatu yang menarik. …;positive
Alhamdulillah bisa sholat Dzuhur jamaah hari ini di Masjid Nurul Islam;neutral
Tempatnya nyaman buat ngumpul. Ruangnnya sudah ada kipas angin. Selain kopi, di sini juga ada menyediakan minuman non-kopi. Di sini juga menyediakan snack sosis, nuget dan kentang. Di sini ada tempat duduk di luar tetapi kurangnya gak ada atap jadi kalau hujan harus ngungsi ke dalam.;positive
Pesan makanan sama roti, makanan udh habis roti belum datang;negative
"nasi tongkol suwir enak, ayam teriyaki enak,
kalau menu ayam yg lain kadang suka keras gitu :(
tahu nya juga kadang keras :( …";neutral
Rasanya enak, tp harga overprice, ga cocok untuk anak sekolah/mahasiswa, 1 croissant bisa up to 50k, perbandingan di jawa up to 20k, kalo 30-40k masih ok. tapi beneran enak sih;neutral
Melihat suatu tempat yg sebelumnya sempat di bayangkan akan keren klo ada didaerah kamu,, ya itu yg dirasa saat ketempat ini;neutral
Bahaya banyak mata mata;neutral
tempatnya lega dan kopinya lumayan. cuma untuk disuruh ngambil dari lt.2 itu agak melelahkan;positive
Kopinya kental 👍🏻👍🏻 …;positive
Suasana oke, cocok untuk bersantai bersama2 teman2. Untuk makanan tidak usah ragu. Tersedia ruangan khusus untuk perokok, jadi bagi yg tidak meroko tidak usah ragu Krn tidak akan terganggu dg asap rokok. Untuk pelayanan cepat dan ramah.;positive
risol & tahu haris cobak!;positive
Tersantuyyyyy yg pernah ada.. 😎 …;positive
Kelamaan pesanan cuman kopi;negative
Enaaaaakkkkkkkkkkkkkkkkkk, ice creamnya untuk harga 18rbu worth to buy, trus cemilannya masuk dikantong mahasiswa, pokoknya worth it lah untuk di kunjungin👍🏼 …;positive
Sudah teratas;positive
"Tempatnya standar, tp makanannya enak.
Minumannya lumayan";positive
Kada jelas kopiku kadada;negative
Ekspektasi saya terhadap unbaked cheese cake nya terlalu tinggi. Saya tahu selera itu subjektif tp unbaked cheese cake disini lbh mirip tekstur pudding rasa vanilla daripada kue rasa keju (anggota keluarga lain bahkan menyebut rasa kejunya …;negative
Makanan banyak kosong dan sedikit menunya.;negative
Buka dari jam 08.00 pagi;neutral
Berasa makan di Pontianak;neutral
"Terima Kasih
Dimsumnya enak kak, baristanya juga ramah 😊 …";positive
Tts tingkatkan;neutral
Penerpan protokol bagus tp tempat duduknya satu meja 4 org sdngkan yg 2 meja jg 4 org jg tdk boleh nambah kursi;neutral
Tempat adem, nyaman, dan cukup strategis. Harga minuman masih terjangkau, standar. Rasa enak, cuman kalo untuk yang gak terlalu suka manis mungkin bisa request less sugar☺️;positive
Tempat asik nongkrong ditengah kota dengan gaya container cafe terbuka... Rasa ya sesuai harga lah...;positive
"Enak enak senua ih
Kesel wkwkkw";positive
suasana, nyaman pada malam hari, minuman makanan rekomended, kasier kurang senyum dan welcome, kesan pertama kurang nyaman jatohnya.. selebihnya rekomended ok;neutral
Sukaaa disni banyak kucing kucing yg lucukk, dan dimsumnya juara;positive
"Pengalaman yg tidak menyenangkan.
Pesan butterscotch dan og latte.
Pada menu tertera coffee dan non coffee …";negative
"INI BARU KOPISOP 😭
pelayanan ramah bintang 5. makanan enak, tempat dingin, ada wifi (buat kerja), ADA BASIC TEA kwkwkwkwkwk. terrrrrrrbaaaaiiiikkkkkkkkkk …";positive
Kalo malam Minggu rame banget...;neutral
Mantaf pelayanan;positive
pelayanan cepatt;positive
Sejauh ini hanya take a way,,, karena dekat sama rumah;neutral
Terlalu rame buat saya....tapi seru buat orang2 yg lebih muda;neutral
Siang2 kesini pesan ice black (kalau ga salah ingat di menu namanya ini) dan browniesnya. Saat itu lumayan ramai pengunjung di bagian dalam tapi masih enak suasananya buat ngobrol sama teman. Ice blacknya enak, browniesnya agak kemanisan tapi ketutup sama segernya ice blacknya.;positive
"Sangat kecewa dengan pelayanannya...
Saya dan keluarga menunggu pesanan makanan hampir 40 menitan menunggu... setelah saya Cek ke cashier dan cashier nya menuju ke dapur alangkah terkejutnya …";negative
Tempatnya gak membosan kan;positive
Mahal kaga enak;negative
Pelayanannya baik sekali, terutama yg pegawainya freelance dan dia ganteng bngt;positive
Pelayanannya baik sekali, terutama yg pegawainya freelance dan dia ganteng bngt;positive
Ketemu mamas FG idolak tp hnya mengagumi karya2 beliau di IG wkwk;neutral
"Pelayanannya sangat banyak kurangnya,
Kami sdh paling duluan memesan makanan tapi yg dilayani org yg baru datang, makanan kami 1 jam kebih ga datang"". …";negative
COBAI NASI KULIT NYA.;positive
Keburu bete.;negative
Ayo jalan-jalan... 💥💫 …;neutral
Space masih kurang luas, termasuk tempat parkir R4;negative
"Tempatnya nyaman, minuman sama makanannya enak🫶🏻
Harganya terjangkau
Wifinya kencang👍🏻 …";positive
EY ASLI SERU BGT, ternyata bisa main uno bareng sama pegawai nya, tadi di styling juga rambut sayaa wakakakaka;positive
Vibes bakmi baru di Palangkaraya. Wajib di coba ya;positive
"Beli es cappuccino disini sebagai teman perjalanan sekaligus beli beans
Tempat tampaknya cozy nyaman
Es cappuccino nya enak …";positive
Kopinya murah enak, buka 24 jam 🤩🤩🤩 …;positive
Lokasinya dekat rumah;positive
Meskipun disini susah untuk parkiran nya;negative
struktur dan pemilihan warna pada bangunan memberikan kesan vintage;neutral
Coffee shakenya enak, tpi terlalu manis;neutral
Pelayanannya hadehhh. Salam akal sehat;negative
Makanan nya enak banget terutama nasi goreng nya, tp untuk minuman nya too sweet sekali. …;neutral
Tempatnya sebenarnya enak, tapiii beberapa hal mestinya bisa lebih baik😊 …;neutral
"tempat nya strategis karena deket dg kantor dan makanan nya termasuk worth it to buy untuk anak kuliahan
saran, untuk tempat nya di bikin lebih asri supaya lebih adem";positive
Cafe yg sangat aesthetiiiiiiqq 🤏🩷 …;positive
AC nya kurang berasa, ayam wokunya lumayan enak;neutral
"pada dasarnya merekomendasikan
harga sesuai selera";positive
Apa ini?;neutral
Untuk rasa oke;positive
Saya suka dengan makanan, pelayananannya,. Uasana juga nyaman. Rekomen semua. Tp satu yang kurang, kadang posisi favorit di teras depan selalu terisi, tapi yang ngisi bukan tamu, malah kadang pemilik/ penjaga/ barista/ pekerja parkir. Harusnya utamakan tamu. Hanya itu sih, selebihnya rekomen.;positive
Kuat, 24 jam;positive
Cafe yang terletak di area jl. G. Obos ini menyatu dengan car wash. Jadi buat yang lagi cuci mobil bisa sambil menunggu di cafe ini. Layanan yang ramah dan ruangan indoor yang sejuk membuat kita jadi tambah betah duduk berlama lama di cafe …;positive
Pelayanannya mantep bet 💯 …;positive
"Seru, asik untuk ngerjain tugas. Minuman greenteanya enak untuk yang gak suka kopi. Lain kali pengen coba pesan Caramel Latte, sama Pasta, juga Kebab.
Ini tampilan di depan jalan masuknya.";positive
Ramah, bersih, menu makanan beratny lumayan banyak dbanding coffeeshop kebanyakan dan enak2, cm klo ruame yo wess sabar, klo lapar harus sabar yak🤗 …;positive
"First time kesini karna di ajak temen2.
First time jg nunggu orderan makanan yg dtg nya sampe 1 1/2 jam 🥹🙏 …";negative
